2023-05-15 15:56:18,359 INFO    StreamThr :47675 [internal.py:wandb_internal():86] W&B internal server running at pid: 47675, started at: 2023-05-15 15:56:18.358232
2023-05-15 15:56:18,361 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: status
2023-05-15 15:56:18,371 INFO    WriterThread:47675 [datastore.py:open_for_write():85] open: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/run-xg3wso60.wandb
2023-05-15 15:56:18,372 DEBUG   SenderThread:47675 [sender.py:send():375] send: header
2023-05-15 15:56:18,410 DEBUG   SenderThread:47675 [sender.py:send():375] send: run
2023-05-15 15:56:18,989 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: check_version
2023-05-15 15:56:18,993 INFO    SenderThread:47675 [dir_watcher.py:__init__():219] watching files in: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files
2023-05-15 15:56:18,994 INFO    SenderThread:47675 [sender.py:_start_run_threads():1124] run started: xg3wso60 with start time 1684158978.352377
2023-05-15 15:56:18,994 DEBUG   SenderThread:47675 [sender.py:send_request():402] send_request: summary_record
2023-05-15 15:56:18,994 INFO    SenderThread:47675 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-15 15:56:18,994 DEBUG   SenderThread:47675 [sender.py:send_request():402] send_request: check_version
2023-05-15 15:56:19,172 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: run_start
2023-05-15 15:56:19,175 DEBUG   HandlerThread:47675 [system_info.py:__init__():31] System info init
2023-05-15 15:56:19,175 DEBUG   HandlerThread:47675 [system_info.py:__init__():46] System info init done
2023-05-15 15:56:19,175 INFO    HandlerThread:47675 [system_monitor.py:start():181] Starting system monitor
2023-05-15 15:56:19,175 INFO    SystemMonitor:47675 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-15 15:56:19,175 INFO    HandlerThread:47675 [system_monitor.py:probe():201] Collecting system info
2023-05-15 15:56:19,176 INFO    SystemMonitor:47675 [interfaces.py:start():190] Started cpu monitoring
2023-05-15 15:56:19,176 DEBUG   HandlerThread:47675 [system_info.py:probe():195] Probing system
2023-05-15 15:56:19,176 INFO    SystemMonitor:47675 [interfaces.py:start():190] Started disk monitoring
2023-05-15 15:56:19,176 INFO    SystemMonitor:47675 [interfaces.py:start():190] Started gpuapple monitoring
2023-05-15 15:56:19,182 INFO    SystemMonitor:47675 [interfaces.py:start():190] Started memory monitoring
2023-05-15 15:56:19,183 INFO    SystemMonitor:47675 [interfaces.py:start():190] Started network monitoring
2023-05-15 15:56:19,189 DEBUG   HandlerThread:47675 [system_info.py:_probe_git():180] Probing git
2023-05-15 15:56:19,215 DEBUG   HandlerThread:47675 [system_info.py:_probe_git():188] Probing git done
2023-05-15 15:56:19,215 DEBUG   HandlerThread:47675 [system_info.py:probe():240] Probing system done
2023-05-15 15:56:19,215 DEBUG   HandlerThread:47675 [system_monitor.py:probe():210] {'os': 'macOS-13.2.1-arm64-arm-64bit', 'python': '3.8.16', 'heartbeatAt': '2023-05-15T13:56:19.176758', 'startedAt': '2023-05-15T13:56:18.332032', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'experiment_sac_discrete.py', 'codePath': 'experiment_sac_discrete.py', 'git': {'remote': 'https://github.com/reiamt/thesis_rl.git', 'commit': '30ae4aa16a7ccd413d50d5f1cabca4f043e317a0'}, 'email': 'tim.maier1@web.de', 'root': '/Users/tam/Documents/thesis/thesis_rl', 'host': 'Tam.local', 'username': 'tam', 'executable': '/Users/tam/miniconda3/envs/thesis/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 116.880126953125}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2023-05-15 15:56:19,215 INFO    HandlerThread:47675 [system_monitor.py:probe():211] Finished collecting system info
2023-05-15 15:56:19,215 INFO    HandlerThread:47675 [system_monitor.py:probe():214] Publishing system info
2023-05-15 15:56:19,215 DEBUG   HandlerThread:47675 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-15 15:56:19,216 DEBUG   HandlerThread:47675 [system_info.py:_save_pip():67] Saving pip packages done
2023-05-15 15:56:19,216 DEBUG   HandlerThread:47675 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-05-15 15:56:19,995 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/conda-environment.yaml
2023-05-15 15:56:19,996 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/wandb-summary.json
2023-05-15 15:56:19,996 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/requirements.txt
2023-05-15 15:56:21,297 DEBUG   HandlerThread:47675 [system_info.py:_save_conda():86] Saving conda packages done
2023-05-15 15:56:21,297 INFO    HandlerThread:47675 [system_monitor.py:probe():216] Finished publishing system info
2023-05-15 15:56:21,310 DEBUG   SenderThread:47675 [sender.py:send():375] send: files
2023-05-15 15:56:21,310 INFO    SenderThread:47675 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-05-15 15:56:21,314 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: stop_status
2023-05-15 15:56:21,314 DEBUG   SenderThread:47675 [sender.py:send_request():402] send_request: stop_status
2023-05-15 15:56:21,540 DEBUG   SenderThread:47675 [sender.py:send():375] send: telemetry
2023-05-15 15:56:21,540 DEBUG   SenderThread:47675 [sender.py:send():375] send: telemetry
2023-05-15 15:56:21,948 INFO    wandb-upload_0:47675 [upload_job.py:push():137] Uploaded file /var/folders/fl/_7zkqy_j7j73s6lx2yv46_nw0000gn/T/tmpw49hef28wandb/7lec6cyn-wandb-metadata.json
2023-05-15 15:56:22,000 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/conda-environment.yaml
2023-05-15 15:56:22,000 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/output.log
2023-05-15 15:56:22,001 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/wandb-metadata.json
2023-05-15 15:56:23,548 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: status_report
2023-05-15 15:56:24,010 INFO    Thread-12 :47675 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/tam/Documents/thesis/thesis_rl/wandb/run-20230515_155618-xg3wso60/files/output.log
2023-05-15 15:56:24,744 DEBUG   SenderThread:47675 [sender.py:send():375] send: telemetry
2023-05-15 15:56:24,745 DEBUG   SenderThread:47675 [sender.py:send():375] send: exit
2023-05-15 15:56:24,746 INFO    SenderThread:47675 [sender.py:send_exit():598] handling exit code: 1
2023-05-15 15:56:24,746 INFO    SenderThread:47675 [sender.py:send_exit():600] handling runtime: 5
2023-05-15 15:56:24,747 INFO    SenderThread:47675 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-15 15:56:24,747 INFO    SenderThread:47675 [sender.py:send_exit():606] send defer
2023-05-15 15:56:24,747 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: defer
2023-05-15 15:56:24,747 INFO    HandlerThread:47675 [handler.py:handle_request_defer():170] handle defer: 0
2023-05-15 15:56:24,747 DEBUG   SenderThread:47675 [sender.py:send_request():402] send_request: defer
2023-05-15 15:56:24,747 INFO    SenderThread:47675 [sender.py:send_request_defer():622] handle sender defer: 0
2023-05-15 15:56:24,747 INFO    SenderThread:47675 [sender.py:transition_state():626] send defer: 1
2023-05-15 15:56:24,747 DEBUG   HandlerThread:47675 [handler.py:handle_request():144] handle_request: defer
2023-05-15 15:56:24,747 INFO    HandlerThread:47675 [handler.py:handle_request_defer():170] handle defer: 1
2023-05-15 15:56:24,747 DEBUG   SenderThread:47675 [sender.py:send_request():402] send_request: defer
2023-05-15 15:56:24,747 INFO    SenderThread:47675 [sender.py:send_request_defer():622] handle sender defer: 1
2023-05-15 15:56:24,747 INFO    SenderThread:47675 [sender.py:transition_state():626] send defer: 2
